"X","RecordType","Country","Start_year","End_year","Area_type","AreaCode","SamplingSchemeType","SamplingScheme","SamplingProtocol","TargetPopulation","Participation","PrimarySamplingUnit","ExclusionFlag","ExclusionCriteria","SizesIncluded","MonitoringMethod","PartObserved","ImportanceBirds","ImportanceMammals","ImportancePETfish","ImportanceElasm","ImportanceRept","EndUser","Comments"
106,"D4","PL",2020,2021,"ICESArea","27.1~27.2","NatRouCF","PL-North-Sea-and-Eastern-Arctic-at-sea","Fish","Freezer trawler targetting cod in NS&EA","Y","vessel x trip","N",NA,NA,"SO","SoPrDrSlOt",0,0,0,0,0,"ICES WGBYC",NA
107,"D4","PL",2017,2019,"ICESArea","27.3.c.22~27.3.b.23~27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29~27.3.d.30~27.3.d.31~27.3.d.32","NatRouCF","PL-Demersal-at-sea-and-on-shore","Fish","Baltic trawlers and gillnetters targeting demersal species","Y","vessel x trip","Y","Low fishing effort",NA,"SO","SoPrDrSlOt",1,0,1,0,0,"ICES WGBYC",NA
108,"D4","PL",2017,2019,"ICESArea","27.3.c.22~27.3.b.23~27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29~27.3.d.30~27.3.d.31~27.3.d.32","NatRouCF","PL-Pelagic-at-sea-and-on-shore","Fish","Baltic pelagic trawlers and boats targeting herring","Y","vessel x trip","Y","Low fishing effort",NA,"SO","SoPrDrSlOt",0,0,1,0,0,"ICES WGBYC",NA
109,"D4","PL",2017,2019,"ICESArea","27.3.c.22~27.3.b.23~27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29~27.3.d.30~27.3.d.31~27.3.d.32","NatRouCF","PL-Freshwater-at-sea-and-on-shore","Fish","Baltic boats targeting freshwater species","Y","vessel x trip","Y","Low fishing effort",NA,"SO","SoPrDrSlOt",0,0,0,0,0,"ICES WGBYC",NA
110,"D4","PL",2017,2019,"ICESArea","27.3.c.22~27.3.b.23~27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29~27.3.d.30~27.3.d.31~27.3.d.32","NatRouCF","PL-Salmonids-at-sea-and-on-shore","Fish","Boats targeting salmonids and longliners targeting salmon","Y","vessel x trip","Y","Low fishing effort",NA,"SO","SoPrDrSlOt",1,0,0,0,0,"ICES WGBYC",NA
111,"D4","PL",2017,2019,"ICESArea","27.1~27.2","NatRouCF","PL-At-sea","Fish","Freezer trawler targetting cod in NS&EA","Y","vessel x trip","N",NA,NA,"SO","SoPrDrSlOt",0,0,0,0,0,"ICES WGBYC",NA
112,"D4","PL",2022,2024,"ICESArea","27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29","NatRouCF","PL-Baltic-at-Sea","Fish","Baltic fleet","Y","vessel x trip","N",NA,NA,"SO","SoPrDrSlOt",1,1,1,0,0,"ICES WGBYC",NA
113,"D4","PL",2022,2024,"ICESArea","27.1~27.2","NatRouCF","PL-North-Sea-and-Eastern-Arctic-at-sea","Fish","Freezer trawler targetting cod in NS&EA","Y","vessel x trip","N",NA,NA,"SO","SoPrDrSlOt",0,0,0,0,0,"ICES WGBYC",NA
114,"D4","PL",2006,2017,"ICESArea","27.3.d.25~27.3.d.26","NatRouIB","PL-Monitoring-of-incidental-bycatch-cetaceans","Cetaceans","Vessels over 15m in length using OTM GNS OTB and LLD","Y","vessel x trip","N",NA,NA,"SO","SoPrDrSlOt",0,0,0,0,0,"ICES WGBYC",NA
115,"D4","PL",2025,NA,"ICESArea","27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29","NatRouCF","PL-Baltic-at-Sea","Fish","Baltic fleet","Y","vessel x trip","N",NA,NA,"SO","SoPrDrSlOt",0,0,0,0,0,"ICES WGBYC",NA
116,"D4","PT-20",2017,2018,"ICESArea","27.10.a.2","NatRouCF","PT-Azores-At Sea-27.10.a.2","All","LHP_DEF~LHP_DWS~LLS_DEF~LLS_DWS","Y","Vessel~Trip","Y",NA,NA,"SO","SoPrDrOt",0,0,0,0,0,"EU Commission~ICES WGBYC~MSFD~National use",NA
117,"D4","PT-20",2019,NA,"ICESArea","27.10.a.2","NatRouCF","PT-Azores-At Sea-27.10.a.2","All","FPO~GNS_MPD~LHP_CEP~LHP_FIF~LLS_DWS~LLD_LPF~PS_SPF","Y","Vessel~Trip","Y",NA,NA,"SO","SoPrDrOt~SoPrDrSlOt",0,0,0,0,0,"EU Commission~ICES WGBYC~MSFD~National use",NA
118,"D4","PT-20",1998,NA,"ICESArea","27.10.a.2","NatRouIB","POPA-At Sea-LHP_LPF","Cetaceans","LHP_LPF_>14m","Y","Vessel~Trip","N",NA,NA,"SO","SoPrDrOt",0,0,0,0,0,"EU Commission~ICES WGBYC~MSFD~National use",NA
119,"D4","SE",1996,2019,"ICESArea","27.3.d.24~27.3.d.25~27.3.d.26","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3TB","Y","vessel","Y","low fishing effort",NA,"SO","SoDrSlOt",1,1,1,1,0,"EU Commission",NA
120,"D4","SE",2017,2017,"ICESArea","27.3.d.24~27.3.d.25","NatPilIB","SWE_ResProj_IB","ProtectedSpecies","L3GN","N","fishing trip","Y","low fishing effort",NA,"SO","SoDrSlOt",2,2,1,1,0,"EU Commission",NA
121,"D4","SE",2008,NA,"ICESArea","27.3.a","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3TB","Y","vessel","Y","low fishing effort",NA,"SO","SoDrSlOt",1,1,2,3,0,"EU Commission",NA
122,"D4","SE",2002,NA,"ICESArea","27.3.a.20","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3TB","Y","vessel","Y","low fishing effort",NA,"SO","SoDrSlOt",1,1,2,3,0,"EU Commission",NA
123,"D4","SE",1997,NA,"ICESArea","27.3.a.21","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3TB","Y","vessel","Y","low fishing effort",NA,"SO","SoDrSlOt",1,1,2,3,0,"EU Commission",NA
124,"D4","SE",2008,NA,"ICESArea","27.3.a.21","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3TB","Y","vessel","Y","low fishing effort",NA,"SO","SoDrSlOt",1,1,1,1,0,"EU Commission",NA
125,"D4","SE",2005,NA,"ICESArea","27.3.a.20","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3TB","Y","vessel","Y","low fishing effort",NA,"SO","SoDrSlOt",1,1,1,2,0,"EU Commission",NA
126,"D4","SE",2017,2019,"ICESArea","27.3.b.23","NatPilIB","SWE_ResProj_IB","ProtectedSpecies","L3GN","N","fishing trip","Y","low fishing effort",NA,"SO","SoDrSlOt",2,3,1,1,0,"EU Commission",NA
127,"D4","SE",2018,2018,"ICESArea","27.3.d.27~27.3.d.28.2","NatPilIB","SWE_ResProj_IB","ProtectedSpecies","L3GN","N","fishing trip","Y","low fishing effort",NA,"SO","SoDrSlOt",2,2,1,1,0,"EU Commission",NA
128,"D4","SE",2020,2021,"ICESArea","27.3.b.23","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3GN","N","fishing trip","Y","low fishing effort",NA,"SO","SoDrSlOt",2,3,1,1,0,"EU Commission",NA
129,"D4","SE",2020,2021,"ICESArea","27.3.a.21","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3GN","N","fishing trip","Y","low fishing effort",NA,"SO","SoDrSlOt",2,3,2,2,0,"EU Commission",NA
130,"D4","SE",2020,2021,"ICESArea","27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28.2~27.3.d.29","NatPilCF","SWE_ResProj_IB","Fish~ProtectedSpecies","L3PT","N","fishing trip","Y","low fishing effort",NA,"SO","SoDrSlOt",1,2,1,1,0,"EU Commission",NA
131,"D4","SE",2022,NA,"ICESArea","27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28.2~27.3.d.29","NatRouCF","SWE_CommSciObsAtSea_RouCF","Fish~ProtectedSpecies","L3PT","N","fishing trip","Y","low fishing effort",NA,"SO","SoDrSlOt",1,2,1,1,0,"EU Commission",NA
132,"D4","SE",2022,NA,"ICESArea","27.3.a.21~27.3.b.23~27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29","NatRouIB","SWE_CommSciObsAtSea_RouCF","ProtectedSpecies","L3GN","N","fishing trip","Y","low fishing effort",NA,"SO","SoDrSlOt",2,3,2,2,0,"EU Commission","Percived bycatch risk for different groups differ between areas"
133,"D4","SE",2022,NA,"ICESArea","27.3.a.21~27.3.b.23~27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29","NatRouIB","SWE_CommEMAtSea_RouCF","ProtectedSpecies","L3GN","N","vessel","Y","low fishing effort",NA,"EM","SoDrSlOt",2,3,2,2,0,"EU Commission","Percived bycatch risk for different groups differ between areas"
134,"D4","SE",2020,2021,"ICESArea","27.3.a.21~27.3.b.23~27.3.d.24~27.3.d.25~27.3.d.26~27.3.d.27~27.3.d.28~27.3.d.29","NatPilIB","SWE_ResProj_IB","ProtectedSpecies","L3GN","N","vessel","Y","low fishing effort",NA,"EM","SoDrSlOt",2,3,2,2,0,"EU Commission","Percived bycatch risk for different groups differ between areas"
135,"D4","SI",2017,2025,"GFCM_GSAs","37.2.1","NatRouIB","SI-Retained-and-Discarded-Species-(BCD)","All","OTB~GTR~GNS","N","Trip~Vessel","N",NA,"NK","SO","SoDrOt",0,0,0,0,0,"EU Commission~GFCM~ICES",NA
136,"D4","ES",2017,2025,"ICESArea","27.8.a~27.8.b~27.8.d","NatRouCF","ESP-AZTI_DCF_Onboard_Sampling","All","OTB_DEF_70-99_0_0","N","Trip","N",NA,NA,"SO","SoPrDr",2,1,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
137,"D4","ES",2017,2025,"ICESArea","27.6.a","NatRouCF","ESP-AZTI_DCF_Onboard_Sampling","All","OTB_DEF_100-119_0_0","N","Trip","N",NA,NA,"SO","SoPrDr",2,1,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
138,"D4","ES",2017,2025,"ICESArea","27.8.a~27.8.b~27.8.d","NatRouCF","ESP-AZTI_DCF_Onboard_Sampling","All","PTB_DEF_70-99_0_0","N","Trip","N",NA,NA,"SO","SoPrDr",2,4,1,2,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
139,"D4","ES",2017,2025,"ICESArea","27.8.c","NatRouCF","ESP-AZTI_DCF_Onboard_Sampling","All","PTB_MPD_55-64_0_0","N","Trip","N",NA,NA,"SO","SoPrDr",2,4,1,2,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
140,"D4","ES",2017,2025,"ICESArea","27.8.c","NatRouCF","ESP-AZTI_DCF_Onboard_Sampling","All","PS_SPF_>0_0_0","N","Trip","N",NA,NA,"SO","SoPrDrSlOt",0,1,1,2,1,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
141,"D4","ES",2017,2025,"ICESArea","27.8.c","NatRouCF","ESP-AZTI_DCF_Onboard_Sampling","All","GNS_DEF_60-69_0_0","N","Trip","N",NA,NA,"SO","SoPrDr",3,2,2,2,1,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
142,"D4","ES",2017,2025,"ICESArea","27.8.c","NatRouCF","ESP-AZTI_DCF_Onboard_Sampling","All","GTR_DEF_60-69_0_0","N","Trip","N",NA,NA,"SO","SoPrDr",3,2,2,2,1,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
143,"D4","ES",2017,2025,"ICESArea","27.1~27.2","NatRouCF","ESP-AZTI_DCF_Onboard_Sampling","All","OTB_DEF_>=120_0_0","N","Trip","N",NA,NA,"SO","SoPrDr",2,1,2,2,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
144,"D4","ES",2020,2025,"ICESArea","27.8.c~27.9.a","NatPilIB","ESP_SGP_CET","ProtectedSpecies","FPO_MOL_>0_0_0","N","Vessel~Trip","Y","Small vessel size",NA,"SO","SoPrDrSl",0,0,0,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
145,"D4","ES",2020,2025,"ICESArea","27.8.c~27.9.a","NatPilIB","ESP_SGP_CET","ProtectedSpecies","GNS_DEF_>=220_0_0~GNS_DEF_90-99_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",3,2,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
146,"D4","ES",2020,2025,"ICESArea","27.8.a~27.8.b~27.8.d","NatPilIB","ESP_SGP_CET","ProtectedSpecies","GNS_DEF_100-119_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",2,3,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
147,"D4","ES",2021,2025,"ICESArea","27.8.c~27.9.a","NatPilIB","ESP_SGP_CET","ProtectedSpecies","GNS_DEF_60-69_0_0~GTR_DEF_60-69_0_0","N","Vessel~Trip","Y","Small vessel size",NA,"SO","SoPrDrSl",3,2,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
148,"D4","ES",2021,2025,"ICESArea","27.8.c~27.9.a","NatPilIB","ESP_SGP_CET","ProtectedSpecies","LLS_DEF_0_0_0","N","Vessel~Trip","Y","Small vessel size",NA,"SO","SoPrDrSl",3,0,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
149,"D4","ES",2020,2025,"ICESArea","27.8.c~27.9.a","NatPilIB","ESP_SGP_CET","ProtectedSpecies","OTB_DEF_70-99_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",2,2,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
150,"D4","ES",2020,2025,"ICESArea","27.8.a~27.8.b~27.8.d","NatPilIB","ESP_SGP_CET","ProtectedSpecies","OTB_DEF_70-99_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",0,0,3,3,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
151,"D4","ES",2020,2025,"ICESArea","27.8.c~27.9.a","NatPilIB","ESP_SGP_CET","ProtectedSpecies","OTB_MPD_55-64_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",0,0,3,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
152,"D4","ES",2021,2025,"ICESArea","27.8.b~27.8.c~27.9.a","NatPilIB","ESP_SGP_CET","ProtectedSpecies","PS_SPF_>0_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",3,2,3,2,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
153,"D4","ES",2020,2021,"ICESArea","27.8.a~27.8.b~27.8.d","NatPilIB","ESP_SGP_CET","ProtectedSpecies","PTB_DEF_70-99_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",0,4,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
154,"D4","ES",2020,2025,"ICESArea","27.8.c~27.9.a","NatPilIB","ESP_SGP_CET","ProtectedSpecies","PTB_MPD_55-64_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",3,3,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
155,"D4","ES",2017,2025,"GFCM_GSAs","1~5~6~7","NatRouCF","ESP-IEO-P2-AtSea","All","OTB_DEF_>=40_0_0","N","Trip","N",NA,NA,"SO","SoPr",0,0,0,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
156,"D4","ES",2017,2025,"GFCM_GSAs","1~2~5~6~7","NatRouCF","ESP-IEO-P2-AtSea","All","OTB_DWS_>=40_0_0~OTB_MDD_>=40_0_0","N","Trip","N",NA,NA,"SO","SoPr",0,0,0,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
157,"D4","ES",2020,2021,"GFCM_GSAs","1~5~6","RegPilIB","ESP-IEO-P2-AtSea","ProtectedSpecies","GNS_DEF_>=16_0_0~GNS_SLP_>=16_0_0~GTR_DEF_>=16_0_0","N","Trip","N",NA,NA,"SO","SoPr",0,0,0,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
158,"D4","ES",2019,2019,"GFCM_GSAs","1~2","RegPilIB","ESP-IEO-P2-AtSea","ProtectedSpecies","LLS_DEF_0_0_0","N","Trip","N",NA,NA,"SO","SoPr",0,0,0,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
159,"D4","ES",2017,2025,"ICESArea","27","NatRouCF","ESP-IEO-P4-AtSea-All","All","LLD_LPF_0_0_0_SWO","N","Trip","N",NA,NA,"SO","SoPrDrSl",0,0,0,1,1,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
160,"D4","ES",2017,2025,"ICESArea","27","NatRouCF","ESP-IEO-P4-AtSea-All","All","LLD_LPF_0_0_0_SWO","N","Trip","N",NA,NA,"EM","SoPrDrSl",0,0,0,1,0,"ICES WGBYC",NA
161,"D4","ES",2017,2025,"GFCM_GSAs","1~5~6","NatRouCF","ESP-IEO-P4-AtSea-All","All","LLD_LPF_0_0_0_SWO","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",2,1,0,3,1,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
162,"D4","ES",2017,2025,"GFCM_GSAs","1~5~6","NatRouCF","ESP-IEO-P4-AtSea-All","All","LLD_LPF_0_0_0_BFT","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",1,1,0,2,1,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
163,"D4","ES",2017,2025,"GFCM_GSAs","1~5~6","NatRouCF","ESP-IEO-P4-AtSea-All","All","LLD_LPF_0_0_0_ALB","N","Vessel~Trip","N",NA,NA,"SO","SoPrDrSl",3,0,0,1,2,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
164,"D4","ES",2017,2025,"ICESArea","27.12~27.6.b.1","NatRouCF","ESP-IEO_P5_DCF_Onboard_Sampling","All","OTB_DWS_100-119_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,1,1,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
165,"D4","ES",2017,2025,"ICESArea","27.12~27.14","NatRouCF","ESP-IEO_P5_DCF_Onboard_Sampling","All","OTM_DEF_100-119_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,0,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
166,"D4","ES",2017,2025,"ICESArea","27.1~27.2","NatRouCF","ESP-IEO_P5_DCF_Onboard_Sampling","All","OTM_DEF_100-119_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,0,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
167,"D4","ES",2017,2025,"ICESArea","27.1~27.2","NatRouCF","ESP-IEO_P5_DCF_Onboard_Sampling","All","OTB_DEF_>=120_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,0,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list"
168,"D4","ES",2017,2025,"ICESArea","27.8.c","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","GNS_DEF_>=220_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
169,"D4","ES",2017,2025,"ICESArea","27.8.c~27.9.a","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","GNS_DEF_90-99_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,4,3,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
170,"D4","ES",2017,2025,"ICESArea","27.8.c~27.9.a","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","OTB_DEF_70-99_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,1,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
171,"D4","ES",2017,2025,"ICESArea","27.6~27.7","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","OTB_DEF_70-99_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,1,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
172,"D4","ES",2017,2025,"ICESArea","27.9.a","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","OTB_MCD_55-64_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,4,4,2,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
173,"D4","ES",2017,2025,"ICESArea","27.8.c~27.9.a","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","OTB_MPD_55-64_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
174,"D4","ES",2017,2025,"ICESArea","27.8.c~27.9.a","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","PTB_MPD_55-64_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,4,4,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
175,"D4","ES",2017,2017,"ICESArea","27.8.c~27.9.a","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","GNS_DEF_60-69_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,4,0,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
176,"D4","ES",2017,2022,"ICESArea","27.9.a","NatRouCF","ESP-IEO_DCF_Onboard_Sampling","All","PS_SPF_>0_0_0","N","Vessel~Trip","N",NA,NA,"SO","SoPr",0,0,4,3,0,"ICES WGBYC","ETP species-Annex 1 WGBYC_2025_DataCall_Species_per_Ecoregion list. Criterion: ICES Advice 2024 
177,"D4","EE",2017,NA,"ICESArea","27.3.d","NatRouCF","EST_OnShoreCommercialCoastal","All","EST_GNS_FWS~EST_FPN_SPF~EST_FYK_FWS~EST_LLS_FWS~EST_SDN_DEF","N","Trip","N",NA,NA,"LB","Unknown",3,3,3,3,3,"Commission","There is census approach: registering bycatch is mandatory by the law for all fishermen and data are included in the Estonian Fisheries Information System"
178,"D4","EE",2017,NA,"ICESArea","27.3.d","NatRouCF","EST_OnShoreCommercialPelagic","All","EST_OTM_SPF","N","VesselxWeek","N",NA,NA,"LB","Unknown",0,0,0,0,0,"Commission",NA
179,"D4","EE",2017,NA,"ICESArea","27.3.d","NatRouCF","EST_OnShoreCommercialPelagicGOR","All","EST_OTM_SPF","N","VesselxWeek","N",NA,NA,"LB","Unknown",0,0,0,0,0,"Commission",NA
180,"D4","EE",2017,NA,"ICESArea","27.1.a~27.1.b~27.2.b~27.14.b","NatRouCF","EST_AtSeaCommercialNEAFC","All","EST_OTB_CRU","N","Trip","N",NA,NA,"SO","Unknown",0,0,0,0,0,"Commission",NA
181,"D4","FR",2017,2019,"GFCM GSAs","GSA 8","NatRouCF","FRA_DACOR","All","LLD~LLS~LTL~FPO~GTR~GNS~GND","Y","VesselxTrip","Y","Small vessel size~Vessel space limitation","VL0812","SO","SoPrDrSlOt",0,0,0,0,0,"GFCM~MSFD~NGO's~UE commission~Dedicated projects use~National use~Others","Institute in charge : OEC
The vessels less than 7 m long are excluded from this sampling scheme (not less than 8m)"
182,"D4","FR",2020,NA,"GFCM GSAs","GSA 8","NatRouCF","FRA_CF-DCF","All","LLD~LLS~LTL~FPO~GTR~GNS~GND","Y","VesselxTrip","Y","Vessel space limitation","VL0008~VL0812","SO~PO","SoPrDrSlOt",0,0,0,0,0,"GFCM~MSFD~NGO's~UE commission~Dedicated projects use~National use~Others","Institute in charge : OEC
The two sampling schemes (DACOR and CF-DCF) follow the same basic protocol for monitoring small-scale coastal fisheries in Corsica. From 2022 (NWP 2022-2024), CF-DCF monitoring has been expanded to include sampling vessels that are too small (less than 7m long) for on-board monitoring through shore-based monitoring."
183,"D4","FR",2002,NA,"ICESArea","27","NatRouCF","FRA_ObsMer","All","FPO~GN~GNC~GND~GNS~GTN~GTR~LH~LHM~LHP~LLD~LLS~LTL~LX~OTB~OTM~OTT~PS~PTB~PTM~SDN~SSC~TBB","Y","VesselxTrip","Y","Small vessel size","VL0612~VL1215~VL15XX","SO","SoPrDrSlOt",2,2,2,2,2,"Academia~Accreditation schemes~Dedicated projects use~EU Commission~Fishing industry~GFCM~ICES WGBYC~MSFD~National use~NGO's~OSPAR","Institute in charge : Ifremer
Vessels under 5m are very unlikely to be sampled and vessels over 50m are not covered by ObsMer but by self-sampling. 
Difficult to grade the importance relative to other fisheries, because ObsMer  focuses on almost every fisheries in mainland France (except Corsica - see FRA_CF-DCF)."
